ID,DATE,TIME,ROLE,COMPANY_NAME,LOCATION,LINK
5772,2024-03-07,0 days 03:51:53,Embedded SW Development Engineer,GE Renewable Energy,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/embedded-sw-development-engineer-at-ge-renewable-energy-3826239034?position=21&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=ht%2Blgjc%2FxBAwIRuTUINuEw%3D%3D&trk=public_jobs_jserp-result_search-card
5773,2024-03-07,0 days 03:51:53,Chief Operating Officer,Chakr Innovation,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/chief-operating-officer-at-chakr-innovation-3848134254?position=22&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=MOWHa70lA5az8tln5gGzFQ%3D%3D&trk=public_jobs_jserp-result_search-card
5774,2024-03-07,0 days 03:51:53,Embedded Developer,TMS,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/embedded-developer-at-tms-3847687413?position=23&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=B85uzDpmBctsfGNI8WVgzw%3D%3D&trk=public_jobs_jserp-result_search-card
5775,2024-03-07,0 days 03:51:53,Data Analyst,CoinSwitch,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-coinswitch-3819964875?position=24&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=TIdREKimLT8orsV2rHyGow%3D%3D&trk=public_jobs_jserp-result_search-card
5776,2024-03-07,0 days 03:51:53,Embedded Systems Intern,Sakar Robotics,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/embedded-systems-intern-at-sakar-robotics-3847593027?position=25&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=ZuYk6jextdkXDwk4GiKzig%3D%3D&trk=public_jobs_jserp-result_search-card
5777,2024-03-07,0 days 03:51:53,Stanowisko ds. obsługi świadczeń krótkoterminowych - etat,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-obs%C5%82ugi-%C5%9Bwiadcze%C5%84-kr%C3%B3tkoterminowych-etat-at-zus-3848831427?position=26&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=UUYZnwnchU1YKJGvIO21bA%3D%3D&trk=public_jobs_jserp-result_se
5778,2024-03-07,0 days 03:51:53,Stanowisko ds. obsługi postępowania orzeczniczego -etat,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-obs%C5%82ugi-post%C4%99powania-orzeczniczego-etat-at-zus-3848830167?position=27&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=N8qKRyz%2B5CiHd8JEf9LIfw%3D%3D&trk=public_jobs_jserp-result_search-card
5779,2024-03-07,0 days 03:51:53,C Developer,LSA Recruit,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/c-developer-at-lsa-recruit-3843668153?position=28&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=XNt6qoctYImY1celgqRWsA%3D%3D&trk=public_jobs_jserp-result_search-card
5780,2024-03-07,0 days 03:51:53,Application Engineer C++ IRC214417,GlobalLogic,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/application-engineer-c%2B%2B-irc214417-at-globallogic-3848445106?position=30&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=XI9Fsm1AUJYBXtOKRY9MZw%3D%3D&trk=public_jobs_jserp-result_search-card
5781,2024-03-07,0 days 03:51:53,Stanowisko ds. obsługi świadczeń krótkoterminowych,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-obs%C5%82ugi-%C5%9Bwiadcze%C5%84-kr%C3%B3tkoterminowych-at-zus-3848856376?position=31&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=Xsg4%2F%2BPcB5Vk3M68A8eReA%3D%3D&trk=public_jobs_jserp-result_sea
5782,2024-03-07,0 days 03:51:53,Software Engineer,Cognizant,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-cognizant-3835128850?position=32&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=Iug5Tew9etb8zZTkh%2B0ZGA%3D%3D&trk=public_jobs_jserp-result_search-card
5783,2024-03-07,0 days 03:51:53,"New Business Specialist, Google Workspace",Google,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/new-business-specialist-google-workspace-at-google-3811822958?position=33&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=HmsKTVT5R5WO1B5H1zQSdg%3D%3D&trk=public_jobs_jserp-result_search-card
5784,2024-03-07,0 days 03:51:53,Business Development Associate,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/business-development-associate-at-infosys-3811674562?position=34&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=Xjhueb3AifuHUYoDxp8R5A%3D%3D&trk=public_jobs_jserp-result_search-card
5785,2024-03-07,0 days 03:51:53,"Software Engineer (C,C++ / Storage Replication Domain)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-c-c%2B%2B-storage-replication-domain-at-netapp-3847945303?position=35&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=lnuADefxw2iUy4IyyUGlsg%3D%3D&trk=public_jobs_jserp-result_search-card
5786,2024-03-07,0 days 03:51:53,HMI Developer - Infotainment,Tata Elxsi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/hmi-developer-infotainment-at-tata-elxsi-3844033195?position=36&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=VrWh%2FcEUdbzEFLXELj2q%2BA%3D%3D&trk=public_jobs_jserp-result_search-card
5787,2024-03-07,0 days 03:51:53,"Staff Software Engineer - C++ (OS, Linux, Networking, Distributed Systems)",Cohesity,"Bangalore Rural, Karnataka, India",https://in.linkedin.com/jobs/view/staff-software-engineer-c%2B%2B-os-linux-networking-distributed-systems-at-cohesity-3796133023?position=37&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=YubvIL518oyeTaRjPg7j%2BQ%3D%3D&trk=public_jobs_jserp-resul
5788,2024-03-07,0 days 03:51:53,Principal Engineering Manager,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/principal-engineering-manager-at-microsoft-3844059052?position=38&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=%2FIDbGdM0Hj2ORiVquC4lMA%3D%3D&trk=public_jobs_jserp-result_search-card
5789,2024-03-07,0 days 03:51:53,Senior C++ System Programmer,Unisys,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-c%2B%2B-system-programmer-at-unisys-3811925126?position=39&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=l68DeH60I3m4Q0cmzReruA%3D%3D&trk=public_jobs_jserp-result_search-card
5790,2024-03-07,0 days 03:51:53,"Software Engineer (Go/C,C++)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-go-c-c%2B%2B-at-netapp-3847945294?position=40&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=IxDvRUlG8Q3MvM9kKZGCPQ%3D%3D&trk=public_jobs_jserp-result_search-card
5791,2024-03-07,0 days 03:51:53,Product Management Associate,Indian Institute of Science (IISc),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-management-associate-at-indian-institute-of-science-iisc-3843682533?position=41&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=DXhwGaCdVPj4Me2rx8qWAQ%3D%3D&trk=public_jobs_jserp-result_search-card
5792,2024-03-07,0 days 03:51:53,Senior Developer - C/C++ with payments domain,FIS,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/senior-developer-c-c%2B%2B-with-payments-domain-at-fis-3809631950?position=42&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=bf78NazeWyoYRvBk%2BjhqXw%3D%3D&trk=public_jobs_jserp-result_search-card
5793,2024-03-07,0 days 03:51:53,Embedded Software Engineer,Hashlist,Greater Chennai Area,https://in.linkedin.com/jobs/view/embedded-software-engineer-at-hashlist-3821016702?position=43&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=%2Bdk%2BEDLrNn3OPRw%2B3cCaJQ%3D%3D&trk=public_jobs_jserp-result_search-card
5794,2024-03-07,0 days 03:51:53,Senior Software Engineer,Microsoft,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-3844097489?position=44&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=aOs4Y92P5OaFks1hCvL08Q%3D%3D&trk=public_jobs_jserp-result_search-card
5795,2024-03-07,0 days 03:51:53,Business Associate,Swiggy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-associate-at-swiggy-3848600717?position=45&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=JgW5mR8JOmB8CRLhPYgFtw%3D%3D&trk=public_jobs_jserp-result_search-card
5796,2024-03-07,0 days 03:51:53,Senior Software Engineer,Microsoft,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-3843090515?position=46&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=Z7ePKj0MwgjOpUE6veRmMQ%3D%3D&trk=public_jobs_jserp-result_search-card
5797,2024-03-07,0 days 03:51:53,C level Executive Assistant,SLK,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/c-level-executive-assistant-at-slk-3843655053?position=47&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=2Cp%2FO5v%2FeS0C81oULXaTzQ%3D%3D&trk=public_jobs_jserp-result_search-card
5798,2024-03-07,0 days 03:51:53,"New Business Specialist, Google Workspace",Google,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/new-business-specialist-google-workspace-at-google-3811822956?position=48&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=pAJruZm7xBpbY5EQ57BJcw%3D%3D&trk=public_jobs_jserp-result_search-card
5799,2024-03-07,0 days 03:51:53,Software Engineer,NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-netapp-3847945289?position=49&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=%2FMbWFGPDqzlbZsgo%2Fl4Ulg%3D%3D&trk=public_jobs_jserp-result_search-card
5800,2024-03-07,0 days 03:51:53,Hardware Engineering Manager,Happiest Minds Technologies,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/hardware-engineering-manager-at-happiest-minds-technologies-3843664941?position=51&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=Zcn6ROebqEm4WWbqZRI9nQ%3D%3D&trk=public_jobs_jserp-result_search-card
5801,2024-03-07,0 days 03:51:53,IOT Developer,Zigsaw,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/iot-developer-at-zigsaw-3848147248?position=52&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=eW2niFX0NCmzYRhyk6a1ow%3D%3D&trk=public_jobs_jserp-result_search-card
5802,2024-03-07,0 days 03:51:53,Software Engineer,NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-netapp-3847941596?position=53&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=QLSFnZ6WMerAj7n1AX4l9w%3D%3D&trk=public_jobs_jserp-result_search-card
5803,2024-03-07,0 days 03:51:53,Software Engineer,NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-netapp-3847938883?position=54&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=hjHt6fCbYaQgffMoX5ZNtQ%3D%3D&trk=public_jobs_jserp-result_search-card
5804,2024-03-07,0 days 03:51:53,Mechanical Developer,Siemens,"Thane, Maharashtra, India",https://in.linkedin.com/jobs/view/mechanical-developer-at-siemens-3809015265?position=55&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=F9SmDG4B8ZPtXWUznOkB9Q%3D%3D&trk=public_jobs_jserp-result_search-card
5805,2024-03-07,0 days 03:51:53,Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3848847727?position=56&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=lGK8yVZdx25UIzCTL2kqAg%3D%3D&trk=public_jobs_jserp-result_search-card
5806,2024-03-07,0 days 03:51:53,Senior Developer - C/C++ with payments domain,FIS,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-developer-c-c%2B%2B-with-payments-domain-at-fis-3809636174?position=57&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=A4CSCRh8npRkRUq3VfXTZA%3D%3D&trk=public_jobs_jserp-result_search-card
5807,2024-03-07,0 days 03:51:53,"Senior Software Engineer, Google Cloud Storage",Google,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-software-engineer-google-cloud-storage-at-google-3847699207?position=58&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=Mf01iz3ISN3%2B0RLG96R%2BMA%3D%3D&trk=public_jobs_jserp-result_search-card
5808,2024-03-07,0 days 03:51:53,"Senior Software Engineer, Google Cloud Storage",Google,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/senior-software-engineer-google-cloud-storage-at-google-3847697410?position=59&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=RsrfpQDPnBlgA%2BBd0V7CSQ%3D%3D&trk=public_jobs_jserp-result_search-card
5809,2024-03-07,0 days 03:51:53,Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3848852070?position=60&pageNum=0&refId=m76bdXrXJOj8Sq7dOD03jw%3D%3D&trackingId=4ct7FEvw3QTqqyr78sdnwQ%3D%3D&trk=public_jobs_jserp-result_search-card
5810,2024-03-07,0 days 03:51:53,C++ Developer,iFlow Inc.,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/c%2B%2B-developer-at-iflow-inc-3847559545?position=1&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=bx%2F7nrfjfusRZVIHkzjNTA%3D%3D&trk=public_jobs_jserp-result_search-card
5811,2024-03-07,0 days 03:51:53,C++ Development Specialist,KPIT,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/c%2B%2B-development-specialist-at-kpit-3843664510?position=2&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=WgJfk5uT5Qqavz6HJYLinA%3D%3D&trk=public_jobs_jserp-result_search-card
5812,2024-03-07,0 days 03:51:53,C Developer,Zee Infoservices,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/c-developer-at-zee-infoservices-3847516954?position=3&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=ucxLeH898kDxgLtm%2BlWh0w%3D%3D&trk=public_jobs_jserp-result_search-card
5813,2024-03-07,0 days 03:51:53,C/C++ Developer - Video Streaming,ISparrow HR Solutions (Unit of iSparrow Services Pvt Ltd),"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/c-c%2B%2B-developer-video-streaming-at-isparrow-hr-solutions-unit-of-isparrow-services-pvt-ltd-3848411981?position=4&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=1%2BBTxWQaWk7Lx3lF4Rz4gQ%3D%3D&trk=public_jobs
5814,2024-03-07,0 days 03:51:53,"Software Engineer (C,C++)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-c-c%2B%2B-at-netapp-3847944292?position=5&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=wwbigCe1Ec4WqmsQnCMgWQ%3D%3D&trk=public_jobs_jserp-result_search-card
5815,2024-03-07,0 days 03:51:53,"Software Engineer (C/C++, Systems)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-c-c%2B%2B-systems-at-netapp-3847944345?position=6&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=abmSgwU%2BhwNGz70b7WBzdQ%3D%3D&trk=public_jobs_jserp-result_search-card
5816,2024-03-07,0 days 03:51:53,Middle/Senior C++ Developer,FPT Software,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/middle-senior-c%2B%2B-developer-at-fpt-software-3843670231?position=7&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=uXi%2FDAiL%2B9tBMgP1vI31qw%3D%3D&trk=public_jobs_jserp-result_search-card
5817,2024-03-07,0 days 03:51:53,Founder's Office (Strategy) role - CTC upto 36 LPA,Talentiser,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/founder-s-office-strategy-role-ctc-upto-36-lpa-at-talentiser-3843648172?position=8&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=jp6jLtcvpxOLKvcyqD1LMA%3D%3D&trk=public_jobs_jserp-result_search-card
5818,2024-03-07,0 days 03:51:53,"Software Engineer (C, C++, File System and storage)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-c-c%2B%2B-file-system-and-storage-at-netapp-3847942685?position=9&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=ydeiEZH0rYkgq4oXG98lmQ%3D%3D&trk=public_jobs_jserp-result_search-card
5819,2024-03-07,0 days 03:51:53,Delivery Director,Birlasoft,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/delivery-director-at-birlasoft-3844006836?position=10&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=VF%2FLnc4QVOMCzgCtnpF5Vg%3D%3D&trk=public_jobs_jserp-result_search-card
5820,2024-03-07,0 days 03:51:53,R&D Development Engineer (C++),Dassault Systèmes,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/r-d-development-engineer-c%2B%2B-at-dassault-syst%C3%A8mes-3797385377?position=11&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=m%2BtSoL3hLQJ2KvLErwtnGQ%3D%3D&trk=public_jobs_jserp-result_search-card
5821,2024-03-07,0 days 03:51:53,Delivery Director,Birlasoft,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/delivery-director-at-birlasoft-3844010302?position=12&pageNum=0&refId=TIP6wLodcPZpY9F65zjb%2FA%3D%3D&trackingId=rjigXd13S1tSjNOL3Ylzng%3D%3D&trk=public_jobs_jserp-result_search-card
